"no_of_dependents","education","self_employed","income_annum","loan_amount","loan_term","cibil_score","residential_assets_value","commercial_assets_value","luxury_assets_value","bank_asset_value","loan_status"
1.0,"0","1",8000000.0,2.81E7,18.0,725.0,1900000.0,1.28E7,2.3E7,7500000.0,"1"
2.0,"0","0",8000000.0,2.93E7,4.0,600.0,1.65E7,1.32E7,2.94E7,6500000.0,"1"
0.0,"0","1",9400000.0,2.7E7,10.0,536.0,4400000.0,1700000.0,3.38E7,4800000.0,"0"
0.0,"1","0",8400000.0,2.06E7,10.0,477.0,1500000.0,1500000.0,2.5E7,1.19E7,"0"
1.0,"0","1",1900000.0,5000000.0,6.0,560.0,1000000.0,1900000.0,6300000.0,1400000.0,"1"
0.0,"0","1",4200000.0,1.64E7,20.0,539.0,9500000.0,2100000.0,1.14E7,3100000.0,"0"
5.0,"1","0",2600000.0,9100000.0,8.0,852.0,3700000.0,700000.0,1.03E7,3300000.0,"1"
3.0,"0","0",3700000.0,8500000.0,20.0,853.0,8300000.0,5700000.0,7500000.0,4900000.0,"1"
0.0,"1","0",8800000.0,3.09E7,12.0,729.0,1700000.0,700000.0,2.57E7,1.14E7,"1"
2.0,"0","0",2100000.0,4700000.0,2.0,546.0,6000000.0,3200000.0,5700000.0,1500000.0,"0"
3.0,"1","1",900000.0,2400000.0,10.0,489.0,800000.0,0.0,2800000.0,500000.0,"0"
3.0,"1","1",9800000.0,3.54E7,6.0,869.0,1.44E7,1.64E7,2.28E7,1.03E7,"1"
2.0,"0","0",8000000.0,2.0E7,2.0,502.0,4100000.0,2200000.0,3.16E7,9900000.0,"0"
0.0,"1","0",9800000.0,3.88E7,8.0,652.0,2.32E7,1.9E7,2.97E7,5400000.0,"1"
0.0,"0","1",300000.0,1100000.0,8.0,789.0,400000.0,100000.0,800000.0,400000.0,"1"
4.0,"0","0",2700000.0,8100000.0,4.0,325.0,5000000.0,800000.0,9900000.0,3400000.0,"1"
3.0,"1","1",7400000.0,1.96E7,2.0,716.0,4100000.0,8900000.0,2.91E7,4200000.0,"1"
3.0,"1","0",9200000.0,3.43E7,18.0,523.0,2.56E7,4000000.0,2.91E7,8800000.0,"0"
5.0,"0","0",9500000.0,2.22E7,20.0,352.0,2.45E7,0.0,3.08E7,7000000.0,"0"
5.0,"1","1",3800000.0,1.44E7,2.0,345.0,3300000.0,800000.0,1.3E7,4700000.0,"1"
0.0,"1","0",8300000.0,1.94E7,18.0,649.0,2500000.0,1.61E7,2.43E7,1.13E7,"1"
2.0,"1","1",2800000.0,7400000.0,18.0,666.0,100000.0,2300000.0,6300000.0,3400000.0,"1"
0.0,"1","0",8600000.0,2.09E7,10.0,813.0,1.13E7,1.19E7,2.6E7,4800000.0,"1"
0.0,"0","0",5400000.0,1.68E7,10.0,599.0,5300000.0,7400000.0,1.45E7,7600000.0,"1"
5.0,"1","1",4200000.0,9400000.0,6.0,678.0,4700000.0,5500000.0,9900000.0,5700000.0,"1"
5.0,"0","0",5200000.0,1.22E7,20.0,513.0,1.34E7,2000000.0,1.68E7,5400000.0,"0"
5.0,"1","0",9400000.0,2.79E7,4.0,870.0,1100000.0,200000.0,2.95E7,1.04E7,"1"
3.0,"1","0",8800000.0,2.04E7,8.0,483.0,3200000.0,1.14E7,2.82E7,1.18E7,"0"
1.0,"1","1",5900000.0,1.67E7,16.0,308.0,5800000.0,8800000.0,1.91E7,5300000.0,"0"
3.0,"1","1",1700000.0,4900000.0,16.0,591.0,4700000.0,1000000.0,4300000.0,1400000.0,"1"
1.0,"0","0",7000000.0,2.3E7,10.0,886.0,1.4E7,3700000.0,2.67E7,3600000.0,"1"
4.0,"0","0",1700000.0,4000000.0,6.0,829.0,0.0,1600000.0,5200000.0,1700000.0,"1"
0.0,"0","0",1500000.0,4900000.0,12.0,651.0,1600000.0,2800000.0,4600000.0,800000.0,"1"
4.0,"0","0",2000000.0,4700000.0,18.0,733.0,3700000.0,3700000.0,7000000.0,2800000.0,"1"
5.0,"1","1",3900000.0,1.55E7,12.0,433.0,9500000.0,5400000.0,7900000.0,4600000.0,"0"
1.0,"1","1",900000.0,3600000.0,14.0,713.0,1300000.0,1000000.0,1800000.0,1200000.0,"1"
1.0,"1","0",6900000.0,2.25E7,18.0,403.0,800000.0,8400000.0,1.69E7,6300000.0,"0"
0.0,"1","1",2800000.0,7800000.0,10.0,405.0,7800000.0,2500000.0,7100000.0,3400000.0,"0"
3.0,"1","1",6800000.0,1.99E7,10.0,516.0,1.6E7,6000000.0,2.6E7,8500000.0,"0"
4.0,"0","1",600000.0,1800000.0,8.0,417.0,1700000.0,700000.0,1800000.0,800000.0,"0"
1.0,"0","0",4700000.0,1.4E7,6.0,468.0,1.13E7,1800000.0,1.06E7,4600000.0,"0"
5.0,"1","1",3000000.0,1.18E7,10.0,672.0,8700000.0,3600000.0,9800000.0,4100000.0,"1"
5.0,"0","0",4000000.0,1.39E7,6.0,530.0,6000000.0,5600000.0,1.25E7,6000000.0,"0"
1.0,"0","1",3100000.0,1.13E7,14.0,824.0,3700000.0,6000000.0,1.1E7,4400000.0,"1"
1.0,"0","1",7700000.0,2.55E7,12.0,549.0,1.81E7,1.06E7,2.05E7,7000000.0,"0"
5.0,"0","1",4300000.0,9300000.0,10.0,450.0,2100000.0,6700000.0,1.0E7,4100000.0,"0"
1.0,"1","1",5800000.0,1.95E7,20.0,431.0,1.38E7,5000000.0,1.56E7,3300000.0,"0"
3.0,"1","1",3600000.0,1.07E7,16.0,312.0,2300000.0,1600000.0,1.31E7,5200000.0,"0"
0.0,"0","1",2900000.0,7600000.0,8.0,320.0,8000000.0,5600000.0,9600000.0,3100000.0,"0"
0.0,"1","0",8800000.0,2.02E7,4.0,433.0,1.6E7,4200000.0,3.05E7,1.24E7,"0"
1.0,"0","1",300000.0,1000000.0,10.0,431.0,400000.0,500000.0,900000.0,100000.0,"0"
5.0,"0","1",8600000.0,2.89E7,8.0,516.0,9900000.0,1800000.0,3.02E7,6800000.0,"0"
2.0,"0","1",3500000.0,1.2E7,14.0,476.0,1100000.0,6800000.0,1.24E7,2900000.0,"0"
5.0,"1","0",800000.0,2600000.0,6.0,560.0,100000.0,200000.0,3000000.0,1000000.0,"1"
2.0,"1","0",8000000.0,2.71E7,12.0,674.0,1.44E7,400000.0,2.53E7,6400000.0,"1"
0.0,"0","1",9900000.0,3.82E7,6.0,573.0,1.72E7,1.0E7,2.01E7,5900000.0,"1"
2.0,"0","0",3300000.0,6600000.0,6.0,331.0,6300000.0,2000000.0,8900000.0,2700000.0,"0"
4.0,"1","1",2000000.0,6700000.0,12.0,633.0,100000.0,800000.0,4800000.0,2000000.0,"1"
3.0,"0","0",4900000.0,1.29E7,18.0,877.0,1800000.0,7000000.0,1.79E7,3300000.0,"1"
5.0,"0","1",9200000.0,2.36E7,12.0,656.0,1400000.0,1.12E7,3.64E7,4900000.0,"1"
0.0,"0","0",7500000.0,1.82E7,6.0,782.0,7400000.0,1.2E7,1.98E7,4100000.0,"1"
5.0,"0","0",9000000.0,2.93E7,4.0,531.0,1.04E7,9500000.0,3.55E7,5800000.0,"1"
3.0,"0","0",1400000.0,4100000.0,8.0,455.0,3000000.0,1400000.0,2900000.0,2100000.0,"0"
3.0,"1","0",9600000.0,1.99E7,14.0,452.0,4200000.0,1.62E7,2.85E7,6600000.0,"0"
2.0,"1","0",8400000.0,3.32E7,14.0,474.0,1.96E7,1.5E7,2.54E7,1.15E7,"0"
3.0,"0","0",6400000.0,2.44E7,4.0,483.0,7800000.0,2400000.0,1.91E7,4500000.0,"1"
4.0,"1","0",5900000.0,1.68E7,8.0,481.0,6900000.0,1.14E7,1.95E7,3300000.0,"0"
2.0,"1","1",2200000.0,5100000.0,20.0,859.0,3800000.0,1200000.0,6400000.0,3100000.0,"1"
4.0,"1","1",5600000.0,1.41E7,14.0,696.0,9000000.0,9200000.0,1.65E7,6800000.0,"1"
4.0,"0","0",9800000.0,2.87E7,6.0,778.0,1.66E7,7400000.0,2.97E7,1.11E7,"1"
4.0,"1","0",4400000.0,1.46E7,4.0,499.0,1300000.0,6500000.0,1.61E7,5700000.0,"1"
2.0,"0","1",2400000.0,4900000.0,4.0,888.0,6400000.0,4300000.0,5100000.0,3400000.0,"1"
1.0,"1","0",4400000.0,1.08E7,12.0,674.0,9600000.0,2700000.0,1.72E7,5300000.0,"1"
4.0,"1","0",3700000.0,1.32E7,4.0,802.0,9800000.0,2400000.0,1.25E7,4300000.0,"1"
4.0,"0","1",2300000.0,7800000.0,8.0,540.0,1500000.0,3400000.0,4700000.0,2800000.0,"0"
4.0,"1","1",5900000.0,1.96E7,8.0,726.0,1.74E7,6800000.0,2.01E7,8000000.0,"1"
4.0,"0","1",6400000.0,2.35E7,2.0,485.0,7300000.0,2700000.0,2.36E7,3900000.0,"1"
4.0,"1","1",4900000.0,1.71E7,6.0,612.0,1300000.0,7000000.0,1.95E7,5000000.0,"1"
3.0,"0","1",9500000.0,2.42E7,8.0,879.0,3100000.0,1.72E7,2.64E7,1.27E7,"1"
2.0,"0","0",5700000.0,1.64E7,12.0,708.0,3700000.0,800000.0,1.5E7,4400000.0,"1"
2.0,"0","1",2700000.0,5700000.0,8.0,850.0,3500000.0,5000000.0,1.05E7,3900000.0,"1"
2.0,"0","1",3900000.0,1.13E7,12.0,516.0,3100000.0,0.0,1.04E7,4600000.0,"0"
0.0,"0","0",7800000.0,2.88E7,12.0,465.0,4700000.0,7500000.0,2.88E7,7400000.0,"0"
0.0,"1","0",1100000.0,3200000.0,20.0,716.0,1800000.0,1400000.0,3600000.0,1500000.0,"1"
4.0,"0","0",200000.0,600000.0,10.0,404.0,0.0,100000.0,400000.0,0.0,"0"
0.0,"0","1",4700000.0,1.06E7,20.0,512.0,8400000.0,4000000.0,1.23E7,7000000.0,"0"
3.0,"0","1",8200000.0,2.06E7,10.0,441.0,1.61E7,1.14E7,2.91E7,6100000.0,"0"
2.0,"0","1",4600000.0,1.84E7,2.0,555.0,7700000.0,2400000.0,1.42E7,4200000.0,"1"
5.0,"0","0",1800000.0,7000000.0,18.0,466.0,2600000.0,2100000.0,6000000.0,1900000.0,"0"
3.0,"1","1",3200000.0,8600000.0,2.0,427.0,3900000.0,1800000.0,7100000.0,4700000.0,"0"
4.0,"0","1",5500000.0,2.0E7,14.0,593.0,1.51E7,2700000.0,1.99E7,4900000.0,"1"
3.0,"1","0",7900000.0,1.83E7,10.0,731.0,4200000.0,3400000.0,2.22E7,8400000.0,"1"
1.0,"1","1",4000000.0,1.01E7,16.0,451.0,7000000.0,3900000.0,1.43E7,3900000.0,"0"
3.0,"0","1",6800000.0,1.69E7,18.0,628.0,3600000.0,900000.0,1.56E7,4900000.0,"1"
1.0,"0","0",2700000.0,9400000.0,18.0,704.0,5300000.0,2300000.0,6400000.0,2400000.0,"1"
2.0,"0","0",6800000.0,2.35E7,12.0,341.0,1.93E7,1.18E7,1.43E7,8500000.0,"0"
5.0,"1","0",8600000.0,2.1E7,8.0,465.0,1.17E7,1.49E7,1.95E7,9900000.0,"0"
4.0,"1","0",8000000.0,3.01E7,4.0,431.0,1.19E7,1.38E7,1.88E7,1.15E7,"1"
1.0,"1","1",3700000.0,1.26E7,10.0,424.0,5400000.0,1100000.0,1.42E7,4400000.0,"0"
0.0,"1","0",2600000.0,5100000.0,14.0,678.0,500000.0,1200000.0,6000000.0,3100000.0,"1"
4.0,"1","0",4200000.0,1.68E7,6.0,381.0,9600000.0,3800000.0,1.48E7,5900000.0,"0"
5.0,"1","1",8000000.0,2.8E7,10.0,449.0,1.85E7,1500000.0,1.74E7,3900000.0,"0"
1.0,"0","0",7100000.0,2.35E7,12.0,768.0,6400000.0,1.21E7,2.24E7,7300000.0,"1"
0.0,"0","0",2000000.0,7000000.0,6.0,666.0,0.0,1200000.0,4300000.0,1400000.0,"0"
4.0,"0","1",5800000.0,1.33E7,14.0,742.0,1.61E7,9300000.0,1.63E7,7000000.0,"1"
3.0,"0","1",6700000.0,1.58E7,4.0,445.0,1.05E7,7600000.0,1.41E7,9100000.0,"0"
2.0,"1","0",7300000.0,2.87E7,14.0,634.0,5900000.0,3800000.0,2.12E7,1.08E7,"1"
4.0,"0","0",3300000.0,9700000.0,14.0,782.0,2500000.0,0.0,1.04E7,2200000.0,"1"
0.0,"1","0",3000000.0,7000000.0,10.0,781.0,7200000.0,600000.0,1.17E7,2700000.0,"1"
4.0,"0","0",7900000.0,1.72E7,14.0,318.0,1.42E7,9500000.0,2.32E7,9000000.0,"0"
5.0,"0","0",7600000.0,2.41E7,18.0,721.0,2.19E7,1.15E7,2.29E7,7200000.0,"1"
5.0,"0","0",3700000.0,9800000.0,4.0,563.0,9500000.0,5100000.0,1.12E7,3000000.0,"1"
2.0,"0","0",8400000.0,2.63E7,4.0,419.0,2.29E7,7900000.0,2.92E7,6200000.0,"1"
0.0,"1","1",8200000.0,2.08E7,14.0,372.0,3800000.0,100000.0,2.61E7,5200000.0,"0"
0.0,"0","0",2900000.0,9500000.0,18.0,885.0,4300000.0,2300000.0,6500000.0,3500000.0,"1"
1.0,"0","1",9900000.0,3.84E7,12.0,596.0,1.0E7,9300000.0,3.65E7,6800000.0,"1"
0.0,"1","0",4400000.0,1.41E7,2.0,349.0,3300000.0,1300000.0,8800000.0,6200000.0,"1"
1.0,"0","1",9000000.0,3.22E7,16.0,468.0,4500000.0,1.64E7,2.86E7,1.09E7,"0"
3.0,"0","1",6800000.0,2.69E7,16.0,818.0,1.47E7,1.04E7,2.63E7,7300000.0,"1"
2.0,"0","0",8700000.0,2.8E7,12.0,543.0,1.69E7,6000000.0,2.29E7,6700000.0,"0"
3.0,"1","0",9400000.0,2.19E7,16.0,685.0,8100000.0,5600000.0,3.45E7,5000000.0,"1"
3.0,"0","1",6000000.0,1.25E7,18.0,851.0,1.46E7,5000000.0,1.68E7,5000000.0,"1"
1.0,"0","1",9400000.0,2.98E7,10.0,377.0,2.41E7,1.85E7,3.09E7,1.17E7,"0"
0.0,"0","1",1000000.0,4000000.0,10.0,620.0,2400000.0,1300000.0,3700000.0,1100000.0,"1"
3.0,"1","1",900000.0,2300000.0,20.0,611.0,600000.0,1500000.0,1900000.0,500000.0,"1"
4.0,"0","0",2100000.0,7700000.0,4.0,767.0,1200000.0,1700000.0,6900000.0,1300000.0,"1"
5.0,"1","1",1100000.0,3200000.0,20.0,592.0,3200000.0,700000.0,3500000.0,500000.0,"1"
0.0,"1","1",600000.0,2300000.0,4.0,319.0,1600000.0,800000.0,2300000.0,700000.0,"1"
4.0,"0","1",9200000.0,2.55E7,10.0,900.0,9400000.0,1.05E7,2.74E7,1.28E7,"1"
2.0,"0","1",3600000.0,1.28E7,18.0,814.0,8600000.0,4100000.0,1.03E7,4100000.0,"1"
5.0,"0","1",1300000.0,5000000.0,10.0,755.0,2100000.0,2200000.0,4800000.0,1900000.0,"1"
5.0,"1","1",7700000.0,1.68E7,20.0,584.0,8600000.0,4800000.0,2.34E7,8000000.0,"1"
4.0,"1","1",9500000.0,2.35E7,14.0,380.0,2.29E7,6700000.0,2.51E7,7300000.0,"0"
2.0,"0","1",5000000.0,1.76E7,20.0,465.0,6200000.0,5200000.0,1.65E7,5200000.0,"0"
0.0,"0","0",500000.0,1800000.0,2.0,531.0,1300000.0,500000.0,1900000.0,700000.0,"1"
1.0,"1","1",8300000.0,3.21E7,16.0,814.0,1.85E7,2700000.0,2.89E7,7500000.0,"1"
0.0,"1","0",5300000.0,1.79E7,6.0,678.0,4700000.0,3900000.0,1.44E7,3600000.0,"1"
2.0,"0","1",9300000.0,2.9E7,12.0,655.0,7900000.0,6800000.0,2.99E7,4900000.0,"1"
3.0,"0","0",2300000.0,7400000.0,2.0,682.0,6500000.0,2400000.0,7600000.0,2100000.0,"1"
1.0,"0","0",400000.0,1300000.0,6.0,695.0,200000.0,500000.0,800000.0,100000.0,"1"
3.0,"0","0",3200000.0,1.08E7,4.0,833.0,2600000.0,1000000.0,8700000.0,2600000.0,"1"
5.0,"0","1",9400000.0,3.53E7,16.0,302.0,4100000.0,1.25E7,3.7E7,1.29E7,"0"
1.0,"1","0",2300000.0,6600000.0,2.0,357.0,5900000.0,200000.0,6000000.0,2200000.0,"0"
5.0,"0","0",4300000.0,1.45E7,12.0,302.0,1.25E7,4300000.0,1.25E7,5100000.0,"0"
0.0,"1","1",6200000.0,2.24E7,18.0,873.0,1.57E7,6600000.0,1.58E7,8200000.0,"1"
0.0,"0","1",7200000.0,1.98E7,12.0,658.0,1.27E7,8100000.0,2.5E7,7300000.0,"1"
5.0,"1","1",2400000.0,8700000.0,18.0,877.0,2800000.0,2900000.0,7100000.0,1100000.0,"1"
3.0,"0","0",2900000.0,6300000.0,8.0,648.0,3400000.0,3400000.0,7600000.0,1400000.0,"1"
1.0,"1","0",1400000.0,5200000.0,12.0,730.0,2900000.0,0.0,3700000.0,700000.0,"1"
4.0,"0","1",2200000.0,8200000.0,14.0,737.0,5800000.0,2800000.0,8200000.0,1400000.0,"1"
2.0,"1","1",800000.0,3200000.0,10.0,584.0,0.0,200000.0,2100000.0,700000.0,"0"
0.0,"1","0",600000.0,1700000.0,2.0,621.0,400000.0,400000.0,2000000.0,200000.0,"1"
4.0,"1","1",700000.0,2700000.0,16.0,583.0,1100000.0,1200000.0,1400000.0,300000.0,"1"
2.0,"0","0",8400000.0,2.59E7,16.0,621.0,8600000.0,1.34E7,3.35E7,4200000.0,"1"
2.0,"0","0",7100000.0,2.15E7,16.0,610.0,5800000.0,1.21E7,1.42E7,9300000.0,"1"
4.0,"1","0",5400000.0,1.57E7,18.0,452.0,1.37E7,2600000.0,1.65E7,6600000.0,"0"
5.0,"1","0",3700000.0,7300000.0,18.0,339.0,9300000.0,100000.0,1.39E7,5300000.0,"0"
3.0,"1","1",5200000.0,1.52E7,16.0,650.0,1300000.0,5700000.0,1.35E7,4100000.0,"1"
4.0,"0","1",200000.0,700000.0,10.0,672.0,200000.0,200000.0,300000.0,300000.0,"1"
3.0,"1","0",500000.0,1000000.0,20.0,501.0,800000.0,800000.0,900000.0,200000.0,"0"
2.0,"0","1",1800000.0,5700000.0,4.0,809.0,1200000.0,1900000.0,6300000.0,2400000.0,"1"
5.0,"1","1",9200000.0,2.94E7,8.0,318.0,1.8E7,5900000.0,3.38E7,5400000.0,"0"
4.0,"0","0",900000.0,3300000.0,10.0,649.0,0.0,400000.0,1800000.0,1200000.0,"1"
3.0,"0","0",7500000.0,2.83E7,12.0,367.0,9200000.0,1.13E7,2.27E7,7000000.0,"0"
5.0,"0","0",3000000.0,1.18E7,6.0,847.0,8200000.0,2200000.0,7100000.0,2300000.0,"1"
5.0,"1","0",7100000.0,1.89E7,12.0,360.0,1.07E7,1100000.0,1.98E7,8500000.0,"0"
1.0,"1","1",3500000.0,7200000.0,2.0,865.0,4100000.0,3200000.0,1.19E7,4200000.0,"1"
4.0,"0","0",4900000.0,1.88E7,16.0,880.0,4200000.0,4700000.0,1.32E7,2600000.0,"1"
1.0,"1","0",4100000.0,8400000.0,20.0,608.0,1400000.0,8000000.0,1.0E7,4400000.0,"1"
0.0,"1","1",800000.0,2100000.0,6.0,760.0,300000.0,100000.0,1600000.0,600000.0,"1"
3.0,"1","1",1700000.0,4600000.0,12.0,385.0,1500000.0,1300000.0,5200000.0,1700000.0,"0"
0.0,"1","1",6100000.0,2.33E7,12.0,478.0,3800000.0,2300000.0,1.77E7,4900000.0,"0"
1.0,"1","1",2100000.0,7700000.0,16.0,327.0,5000000.0,500000.0,4700000.0,2300000.0,"0"
0.0,"1","0",3100000.0,9300000.0,6.0,663.0,1300000.0,1400000.0,8100000.0,3800000.0,"1"
2.0,"0","1",1700000.0,3500000.0,20.0,693.0,2200000.0,1400000.0,4800000.0,1700000.0,"1"
3.0,"1","0",1700000.0,5400000.0,6.0,710.0,4800000.0,700000.0,5800000.0,1700000.0,"1"
4.0,"0","1",4000000.0,1.45E7,6.0,711.0,2400000.0,5700000.0,1.09E7,4100000.0,"1"
5.0,"1","0",5600000.0,1.84E7,8.0,386.0,1.13E7,6700000.0,1.13E7,5600000.0,"0"
4.0,"1","1",3900000.0,1.19E7,10.0,855.0,1.02E7,4000000.0,1.02E7,2800000.0,"1"
4.0,"1","1",6100000.0,1.53E7,14.0,573.0,1100000.0,9900000.0,1.33E7,8400000.0,"1"
0.0,"1","1",1100000.0,2800000.0,18.0,431.0,500000.0,300000.0,4300000.0,1400000.0,"0"
2.0,"1","0",5500000.0,1.48E7,8.0,364.0,1.3E7,4500000.0,1.26E7,4500000.0,"0"
4.0,"1","1",1100000.0,3600000.0,14.0,711.0,2500000.0,500000.0,3600000.0,600000.0,"1"
4.0,"0","1",400000.0,900000.0,20.0,771.0,1000000.0,500000.0,1600000.0,500000.0,"1"
3.0,"1","0",9200000.0,3.64E7,18.0,669.0,3100000.0,1.27E7,3.09E7,1.23E7,"1"
4.0,"0","1",9300000.0,2.75E7,18.0,338.0,2.15E7,500000.0,3.49E7,6600000.0,"0"
1.0,"1","0",1100000.0,3500000.0,8.0,562.0,2300000.0,1200000.0,3200000.0,500000.0,"1"
3.0,"0","0",5600000.0,1.87E7,2.0,769.0,8000000.0,8200000.0,1.73E7,4800000.0,"1"
0.0,"1","1",6300000.0,2.15E7,8.0,629.0,600000.0,3400000.0,2.2E7,5200000.0,"1"
3.0,"1","0",8800000.0,1.81E7,6.0,699.0,6400000.0,2100000.0,1.85E7,9400000.0,"1"
0.0,"0","0",8400000.0,2.08E7,20.0,590.0,5100000.0,8900000.0,3.21E7,1.08E7,"1"
3.0,"1","1",1600000.0,5700000.0,4.0,707.0,3300000.0,2700000.0,6200000.0,2300000.0,"1"
3.0,"0","1",4500000.0,1.14E7,8.0,391.0,8500000.0,6800000.0,9900000.0,4500000.0,"0"
5.0,"0","0",6500000.0,1.85E7,4.0,891.0,1.36E7,3300000.0,2.36E7,7100000.0,"1"
3.0,"1","1",9500000.0,2.06E7,2.0,731.0,1.34E7,3800000.0,2.07E7,9200000.0,"1"
3.0,"0","0",4700000.0,1.67E7,12.0,775.0,4000000.0,1700000.0,1.73E7,3500000.0,"1"
5.0,"1","1",9600000.0,3.24E7,2.0,897.0,3500000.0,1.54E7,2.68E7,6200000.0,"1"
5.0,"1","0",8000000.0,2.67E7,20.0,794.0,8000000.0,1.47E7,2.99E7,7800000.0,"1"
2.0,"1","0",7700000.0,1.67E7,6.0,555.0,1.29E7,2900000.0,1.81E7,8500000.0,"1"
1.0,"0","1",3600000.0,1.03E7,12.0,536.0,6800000.0,500000.0,1.22E7,2700000.0,"0"
2.0,"0","0",700000.0,1700000.0,10.0,839.0,100000.0,700000.0,2000000.0,900000.0,"1"
0.0,"1","1",1400000.0,5100000.0,6.0,890.0,4100000.0,1900000.0,5200000.0,1900000.0,"1"
1.0,"1","1",8600000.0,2.79E7,20.0,415.0,1.22E7,1.48E7,2.71E7,7900000.0,"0"
4.0,"1","0",4700000.0,1.57E7,4.0,868.0,3300000.0,2500000.0,1.38E7,4800000.0,"1"
3.0,"1","1",2900000.0,5800000.0,12.0,353.0,8400000.0,2600000.0,1.01E7,3100000.0,"0"
4.0,"0","0",9000000.0,2.9E7,16.0,590.0,4600000.0,1.56E7,2.92E7,1.23E7,"1"
5.0,"1","1",500000.0,900000.0,18.0,618.0,1400000.0,600000.0,1200000.0,400000.0,"1"
2.0,"0","1",700000.0,1700000.0,10.0,539.0,1400000.0,1000000.0,1900000.0,900000.0,"0"
0.0,"1","0",6800000.0,2.7E7,4.0,429.0,1.71E7,7600000.0,2.14E7,9400000.0,"1"
2.0,"1","0",1800000.0,4700000.0,8.0,792.0,4500000.0,1200000.0,4100000.0,2200000.0,"1"
0.0,"0","0",6000000.0,1.24E7,2.0,608.0,3000000.0,2100000.0,1.79E7,6800000.0,"1"
4.0,"1","1",5400000.0,2.15E7,14.0,555.0,4300000.0,1500000.0,1.43E7,7500000.0,"1"
5.0,"1","1",8400000.0,1.75E7,12.0,620.0,1.53E7,1.36E7,2.6E7,5800000.0,"1"
0.0,"1","0",7400000.0,2.09E7,6.0,635.0,1.56E7,1.4E7,2.1E7,7200000.0,"1"
2.0,"1","0",3200000.0,1.25E7,10.0,457.0,6100000.0,2000000.0,8200000.0,4300000.0,"0"
1.0,"1","1",5400000.0,2.14E7,8.0,350.0,2600000.0,1000000.0,1.97E7,6800000.0,"0"
5.0,"1","1",1000000.0,2500000.0,14.0,885.0,2200000.0,100000.0,2300000.0,1100000.0,"1"
0.0,"1","0",4400000.0,1.47E7,16.0,638.0,4000000.0,2700000.0,1.44E7,2700000.0,"1"
1.0,"1","1",3800000.0,1.05E7,12.0,710.0,1800000.0,6200000.0,1.25E7,2500000.0,"1"
3.0,"0","1",6100000.0,2.09E7,18.0,470.0,500000.0,8500000.0,1.8E7,7500000.0,"0"
5.0,"0","1",5500000.0,1.73E7,16.0,874.0,1000000.0,2900000.0,1.37E7,7900000.0,"1"
5.0,"0","1",500000.0,1800000.0,18.0,411.0,1000000.0,500000.0,1300000.0,200000.0,"0"
0.0,"0","1",300000.0,1100000.0,2.0,482.0,200000.0,100000.0,1100000.0,400000.0,"1"
1.0,"1","1",6200000.0,1.69E7,2.0,396.0,1.06E7,7500000.0,2.37E7,7600000.0,"0"
0.0,"0","0",300000.0,900000.0,20.0,436.0,0.0,400000.0,600000.0,200000.0,"0"
0.0,"0","1",6900000.0,2.21E7,20.0,303.0,1.36E7,4600000.0,2.2E7,6900000.0,"0"
4.0,"1","0",3700000.0,1.14E7,12.0,728.0,4200000.0,5800000.0,7300000.0,2300000.0,"1"
3.0,"0","1",8800000.0,2.86E7,10.0,775.0,5200000.0,5000000.0,3.2E7,9600000.0,"1"
5.0,"1","1",8200000.0,2.35E7,12.0,402.0,1.51E7,1500000.0,2.43E7,5800000.0,"0"
1.0,"0","1",9200000.0,3.15E7,18.0,698.0,5300000.0,6100000.0,2.04E7,8300000.0,"1"
0.0,"0","0",2400000.0,7800000.0,14.0,665.0,5200000.0,2900000.0,6200000.0,2900000.0,"1"
4.0,"0","0",4100000.0,1.35E7,18.0,490.0,4700000.0,6200000.0,1.39E7,2000000.0,"0"
1.0,"1","0",8000000.0,3.19E7,12.0,504.0,2.38E7,1500000.0,2.21E7,6000000.0,"0"
3.0,"0","1",3600000.0,8600000.0,8.0,790.0,5400000.0,5900000.0,9800000.0,5200000.0,"1"
1.0,"0","1",700000.0,2700000.0,20.0,669.0,100000.0,1000000.0,2600000.0,500000.0,"1"
4.0,"0","0",8300000.0,3.07E7,6.0,381.0,2.17E7,2300000.0,2.67E7,4600000.0,"0"
0.0,"1","1",5300000.0,1.5E7,2.0,900.0,1700000.0,2100000.0,2.1E7,5800000.0,"1"
4.0,"1","0",8300000.0,2.49E7,16.0,506.0,1.54E7,5600000.0,2.67E7,7000000.0,"0"
3.0,"0","1",2500000.0,8800000.0,12.0,538.0,4900000.0,1800000.0,9100000.0,3300000.0,"0"
3.0,"1","1",5400000.0,1.44E7,8.0,677.0,1.1E7,7900000.0,2.08E7,3100000.0,"1"
4.0,"1","0",1600000.0,4900000.0,8.0,685.0,3200000.0,2000000.0,3800000.0,1500000.0,"1"
2.0,"0","0",2400000.0,6200000.0,12.0,860.0,4900000.0,3700000.0,9500000.0,1100000.0,"1"
5.0,"0","0",6300000.0,1.48E7,6.0,608.0,1.61E7,1.05E7,2.18E7,5400000.0,"1"
4.0,"1","1",2500000.0,5300000.0,10.0,540.0,2300000.0,2800000.0,7100000.0,1700000.0,"0"
0.0,"1","1",7500000.0,1.68E7,16.0,492.0,2.15E7,4800000.0,2.54E7,1.11E7,"0"
3.0,"0","0",2900000.0,8500000.0,14.0,834.0,1200000.0,4500000.0,8800000.0,1800000.0,"1"
